state,prisonpop2007,prisonpop2008,prisonpop2009,prisonpop2010,prisonpop2011,prisonpop2012,prisonpop2013,prisonpop2014,prisonpop2015,prisonpop2016,prisonprojpop2007,prisonprojpop2008,prisonprojpop2009,prisonprojpop2010,prisonprojpop2011,prisonprojpop2012,prisonprojpop2013,prisonprojpop2014,prisonprojpop2015,prisonprojpop2016,prisonprojpop2017,prisonprojpop2018,prisonprojpop2019,prisonprojpop2020,parolepop2007,parolepop2008,parolepop2009,parolepop2010,parolepop2011,parolepop2012,parolepop2013,parolepop2014,parolepop2015,parolepop2016,probationpop2007,probationpop2008,probationpop2009,probationpop2010,probationpop2011,probationpop2012,probationpop2013,probationpop2014,probationpop2015,probationpop2016,tot_savings,tot_reinvest,legislation_yr
Arkansas,,14686.0,15171.0,16176.0,15035.0,14627.0,17211.0,17850.0,17684.0,17951.0,,,,15916.0,16767.0,17440.0,18147.0,18688.0,19222.0,19734.0,,,,,,19974.0,21445.0,21774.0,23407.0,23657.0,22721.0,22414.0,21708.0,23518.0,,30997.0,29793.0,28156.0,29741.0,29528.0,28646.0,27756.0,27127.0,30547.0,0.0,2400000.0,2011.0
