state,prisonpop2007,prisonpop2008,prisonpop2009,prisonpop2010,prisonpop2011,prisonpop2012,prisonpop2013,prisonpop2014,prisonpop2015,prisonprojpop2007,prisonprojpop2008,prisonprojpop2009,prisonprojpop2010,prisonprojpop2011,prisonprojpop2012,prisonprojpop2013,prisonprojpop2014,prisonprojpop2015,prisonprojpop2016,prisonprojpop2017,prisonprojpop2018,prisonprojpop2019,prisonprojpop2020,parolepop2007,parolepop2008,parolepop2009,parolepop2010,parolepop2011,parolepop2012,parolepop2013,parolepop2014,parolepop2015,probationpop2007,probationpop2008,probationpop2009,probationpop2010,probationpop2011,probationpop2012,probationpop2013,probationpop2014,probationpop2015,tot_savings,tot_reinvest,legislation_yr
Kansas,,,8610.0,8871.0,9186.0,9374.0,9581.0,9612.0,9822.0,,,,,,9370.0,9680.0,9916.0,10154.0,10312.0,10624.0,10819.0,,,,,5936.0,6066.0,5938.0,5848.0,5593.0,4725.0,4808.0,,,8011.0,7963.0,7958.0,7915.0,7892.0,8250.0,8337.0,2463092.0,8000000.0,2013.0
