state,prisonpop2007,prisonpop2008,prisonpop2009,prisonpop2010,prisonpop2011,prisonpop2012,prisonpop2013,prisonpop2014,prisonpop2015,prisonprojpop2007,prisonprojpop2008,prisonprojpop2009,prisonprojpop2010,prisonprojpop2011,prisonprojpop2012,prisonprojpop2013,prisonprojpop2014,prisonprojpop2015,prisonprojpop2016,prisonprojpop2017,prisonprojpop2018,prisonprojpop2019,prisonprojpop2020,parolepop2007,parolepop2008,parolepop2009,parolepop2010,parolepop2011,parolepop2012,parolepop2013,parolepop2014,parolepop2015,probationpop2007,probationpop2008,probationpop2009,probationpop2010,probationpop2011,probationpop2012,probationpop2013,probationpop2014,probationpop2015,tot_savings,tot_reinvest,legislation_yr
Georgia,,,53512.0,53091.0,55057.0,57244.0,54234.0,53131.0,53102.0,,,,,,55933.0,56664.0,57492.0,58664.0,59553.0,59732.0,,,,,,21307.0,22403.0,23729.0,22480.0,25020.0,25195.0,23859.0,,,153093.0,156539.0,163701.0,163399.0,164482.0,166206.0,167386.0,20000000.0,56507694.0,2013.0
