state,prisonpop2007,prisonpop2008,prisonpop2009,prisonpop2010,prisonpop2011,prisonpop2012,prisonpop2013,prisonpop2014,prisonpop2015,prisonprojpop2007,prisonprojpop2008,prisonprojpop2009,prisonprojpop2010,prisonprojpop2011,prisonprojpop2012,prisonprojpop2013,prisonprojpop2014,prisonprojpop2015,prisonprojpop2016,prisonprojpop2017,prisonprojpop2018,prisonprojpop2019,prisonprojpop2020,parolepop2007,parolepop2008,parolepop2009,parolepop2010,parolepop2011,parolepop2012,parolepop2013,parolepop2014,parolepop2015,probationpop2007,probationpop2008,probationpop2009,probationpop2010,probationpop2011,probationpop2012,probationpop2013,probationpop2014,probationpop2015,tot_savings,tot_reinvest,legislation_yr
Hawaii,,,6005.0,5987.0,6071.0,6060.0,5643.0,5993.0,6024.0,,,,,,6060.0,6132.0,6163.0,6193.0,6224.0,6255.0,6287.0,,,,,1869.0,1862.0,1839.0,1632.0,1589.0,1647.0,1545.0,,,20586.0,,23063.0,22654.0,21510.0,20908.0,20828.0,2500000.0,10600000.0,2012.0
