state,prisonpop2007,prisonpop2008,prisonpop2009,prisonpop2010,prisonpop2011,prisonpop2012,prisonpop2013,prisonpop2014,prisonpop2015,prisonprojpop2007,prisonprojpop2008,prisonprojpop2009,prisonprojpop2010,prisonprojpop2011,prisonprojpop2012,prisonprojpop2013,prisonprojpop2014,prisonprojpop2015,prisonprojpop2016,prisonprojpop2017,prisonprojpop2018,prisonprojpop2019,prisonprojpop2020,parolepop2007,parolepop2008,parolepop2009,parolepop2010,parolepop2011,parolepop2012,parolepop2013,parolepop2014,parolepop2015,probationpop2007,probationpop2008,probationpop2009,probationpop2010,probationpop2011,probationpop2012,probationpop2013,probationpop2014,probationpop2015,tot_savings,tot_reinvest,legislation_yr
Delaware,,,,,6593.0,6607.0,6991.0,6876.0,6704.0,,,,,6600.0,6600.0,6600.0,6650.0,6675.0,,,,,,,,,,,,,,,,,,,16523.0,16223.0,15995.0,16227.0,16089.0,0.0,0.0,2012.0
